MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
75,RL,1.6313704001963978,2.2755335468142532,Pave,Reg,Bnk,3,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,2,PConc,3,2,-1,1,0.0,1,0.0,2.0385673564544904,2.0385673564544904,GasA,2,N,SBrkr,2.062004310538389,2.0385673564544904,1.971013006967968,2.16449534907515,0.5265890341390446,0.0,0.5265890341390446,0.0,1.026672031199051,0.5265890341390446,2,1.223156202527103,7,0.0,Detchd,1997.0,1,0.5265890341390446,1.9585506171458116,3,4,2,0.0,1.83126011355907,0.0,0.0,0.0,0.0,0.0,Mar,2006,WD,Normal
20,RL,1.6466671712706678,2.2900070688677485,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,1.6313704001963978,2,2,CBlock,3,3,-1,4,1.95596482071691,1,0.0,1.964787704766679,2.0534294646538025,GasA,2,Y,SBrkr,2.0534294646538025,0.0,0.0,2.0534294646538025,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1967.0,2,0.5265890341390446,1.8970839874548464,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul,2009,WD,Normal
120,FV,1.5957092304038698,2.2555888391983228,Pave,IR1,Lvl,3,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,1.6313704001963978,3,2,PConc,5,3,2,6,2.094583802005844,1,0.0,1.964787704766679,2.132721032970294,GasA,4,Y,SBrkr,2.1334855764374954,0.0,0.0,2.1334855764374954,0.5265890341390446,0.0,0.7412763113750154,0.0,0.7412763113750154,0.5265890341390446,3,1.026672031199051,7,0.5265890341390446,Attchd,1999.0,3,0.7412763113750154,1.978033068016178,3,3,2,1.7200786095266942,1.6466671712706678,0.0,0.0,0.0,0.0,0.0,Jan,2008,CWD,Abnorml
90,RL,1.6606403793348095,2.306106131246335,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,1.7599564649868773,2,2,CBlock,3,3,-1,2,1.9838922426693084,1,0.0,2.0797109996732224,2.127575908387187,GasA,4,Y,SBrkr,2.1336931339121765,0.0,0.0,2.1336931339121765,0.0,0.0,0.7412763113750154,0.0,0.959134838920824,0.7412763113750154,2,1.1622831138840004,7,0.0,Attchd,2005.0,3,0.7412763113750154,1.9985603616227083,3,3,2,1.8885037407137346,1.6109034750189168,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Family
50,RL,1.6281310150671582,2.371095122605298,Pave,IR1,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,0.0,2,3,PConc,3,3,-1,1,0.0,1,0.0,2.0419524108040656,2.0419524108040656,GasA,2,Y,SBrkr,2.0505192396434,1.9820585083321114,0.0,2.108992163222927,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.1622831138840004,7,0.0,Attchd,1955.0,1,0.5265890341390446,1.9031681972312866,3,3,2,1.7585509609170316,0.0,0.0,0.0,1.884565958136911,0.0,0.0,Apr,2008,WD,Normal
20,RL,1.7163798514467992,2.3676172798082202,Pave,IR1,Lvl,3,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,4,3,5,1.926236627583198,3,2.0430589660894567,2.0732744100113996,2.163824183727705,GasA,4,Y,SBrkr,2.163824183727705,0.0,0.0,2.163824183727705,0.5265890341390446,0.0,0.7412763113750154,0.0,0.959134838920824,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,1970.0,1,0.7412763113750154,2.005921486076503,3,3,2,1.6876424851132221,1.8464903775306214,0.0,0.0,1.8588105191644075,0.0,0.0,Oct,2007,WD,Normal
20,RL,1.7681175901689328,2.342381543165593,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,1.7067206012930416,2,2,CBlock,3,3,-1,4,2.0709616754744395,1,0.0,1.971013006967968,2.1183271516201723,GasA,4,Y,SBrkr,2.1183271516201723,0.0,0.0,2.1183271516201723,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1953.0,2,0.7412763113750154,1.977759899174307,3,3,2,0.0,0.0,0.0,1.8072636887169242,0.0,0.0,0.0,Feb,2009,WD,Normal
50,RL,1.6313704001963978,2.302113881047063,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,2.0164678395268,2.0164678395268,GasA,4,Y,SBrkr,2.0164678395268,1.8769258727448193,0.0,2.057936167064734,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Detchd,2003.0,1,0.7412763113750154,1.9957667194465685,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,2.1519252521271723,Jul,2007,WD,Normal
60,RL,1.6606403793348095,2.3343094006725864,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,1.710657776180059,2,2,CBlock,3,3,-1,2,1.8601888513706977,3,1.9763847732858002,1.8346098354356497,2.0571046865395055,GasA,3,Y,SBrkr,2.0571046865395055,2.033552325467558,0.0,2.13166950351242,0.0,0.0,0.7412763113750154,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.1247482629090362,7,0.5265890341390446,Attchd,1978.0,2,0.7412763113750154,1.9585506171458116,3,3,2,1.8713664243280277,0.0,0.0,0.0,0.0,0.0,0.0,Jul,2009,WD,Normal
20,RL,1.6606403793348095,2.306355088285459,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,0.0,2,2,CBlock,3,3,-1,6,2.0146739475705795,1,0.0,1.9436126948827355,2.0751855210473504,GasA,2,Y,SBrkr,2.076246306225798,0.0,0.0,2.076246306225798,0.0,0.5265890341390446,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1963.0,2,0.5265890341390446,1.8839936846137324,3,3,2,1.8346098354356497,0.0,0.0,0.0,0.0,0.0,0.0,Feb,2006,WD,Normal
20,RL,1.6529815822765834,2.3508409104441625,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,0.0,2,2,PConc,4,3,1,4,2.075776091887041,1,0.0,1.912253049635755,2.1081180538686355,GasA,2,Y,SBrkr,2.1081180538686355,0.0,0.0,2.1081180538686355,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1954.0,1,0.5265890341390446,1.927472325029152,3,3,2,1.9793897742379851,1.7513148227387971,0.0,0.0,0.0,0.0,0.0,Jun,2008,WD,Normal
90,RL,1.6437209301888343,2.28811855914071,Pave,Reg,Bnk,3,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,2.1206958723742515,0.0,0.0,2.1206958723742515,0.0,0.0,0.7412763113750154,0.0,0.959134838920824,0.7412763113750154,2,1.1622831138840004,7,0.0,Attchd,1979.0,1,0.7412763113750154,1.945047123513961,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Alloca
60,RL,1.6632944814375767,2.2886662042328014,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,1.9502841776383666,2,2,CBlock,3,3,-1,4,1.945047123513961,1,0.0,1.9377050613615177,2.036087065769243,GasA,2,Y,SBrkr,2.065802184230466,2.0414748894436863,0.0,2.139345184451396,0.5265890341390446,0.0,0.5265890341390446,0.5265890341390446,0.959134838920824,0.5265890341390446,2,1.1622831138840004,7,0.5265890341390446,Attchd,1963.0,2,0.7412763113750154,1.9715897178889294,3,3,2,0.0,1.5957092304038698,0.0,0.0,0.0,0.0,0.0,Oct,2008,WD,Normal
30,RM,1.5957092304038698,2.3104179242174103,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,2,BrkTil,3,3,-1,5,1.8955174731725755,1,0.0,2.015274957487226,2.0616040242258244,GasA,4,N,SBrkr,2.0616040242258244,0.0,0.0,2.0616040242258244,0.0,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.0804178182729878,7,0.0,Detchd,1936.0,1,0.5265890341390446,1.9158946735023363,3,3,2,0.0,1.4741440143630178,0.0,0.0,0.0,0.0,0.0,Apr,2006,WD,Abnorml
90,RL,1.6437209301888343,2.28811855914071,Pave,Reg,Lvl,3,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,2.082184828309905,2.082184828309905,0.0,2.1650086701174494,0.0,0.0,0.7412763113750154,0.0,1.0804178182729878,0.7412763113750154,2,1.2711498482847257,7,0.0,Detchd,1979.0,1,0.7412763113750154,1.9838922426693084,3,3,2,1.798970923559588,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Alloca
20,RL,1.7254630513334037,2.348182716647441,Pave,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,2.032694916281349,4,2,PConc,5,3,3,6,2.162311030723005,1,0.0,1.7855476541684288,2.1695167518915612,GasA,4,Y,SBrkr,2.1711695519105025,0.0,0.0,2.1711695519105025,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,0.7412763113750154,0.5265890341390446,4,1.2484412575662103,7,0.7412763113750154,Attchd,2009.0,3,0.8697416861919439,2.042586033451661,3,3,2,0.0,1.6524030880939045,0.0,0.0,0.0,0.0,0.0,Mar,2010,New,Partial
20,RL,1.6466671712706678,2.287756482338916,Pave,Reg,Lvl,3,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,0.0,2,2,CBlock,3,3,-1,4,1.9662988278566547,1,0.0,1.9607696594246842,2.0562670608453133,GasA,2,Y,SBrkr,2.0943848783402914,0.0,0.0,2.0943848783402914,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.5265890341390446,Attchd,1961.0,1,0.5265890341390446,1.8970839874548464,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Normal
20,RL,1.6529815822765834,2.2926590274096625,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,2,2,CBlock,3,3,-1,5,1.9136307769773249,1,0.0,1.9859544370585949,2.0484369434843095,GasA,2,Y,SBrkr,2.0484369434843095,0.0,0.0,2.0484369434843095,0.0,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,0.959134838920824,7,0.0,Detchd,1979.0,1,0.5265890341390446,2.0188178593196615,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2007,WD,Normal
20,RL,1.6437209301888343,2.3098160308585376,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,0.0,2,3,CBlock,3,3,1,4,2.0487367504887897,1,0.0,1.7733152706473527,2.066955244315763,GasA,2,Y,SBrkr,2.1011406187964,0.0,0.0,2.1011406187964,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Detchd,1968.0,1,0.5265890341390446,2.0320043887913535,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2009,WD,Normal
60,RL,1.6407200993500939,2.2997385895202047,Pave,Reg,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,3,2,PConc,4,3,-1,1,0.0,1,0.0,2.036587408288116,2.036587408288116,GasA,4,Y,SBrkr,2.040513853198374,2.02225683376326,0.0,2.1186460203033777,0.0,0.0,0.7412763113750154,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,2003.0,3,0.7412763113750154,1.942525987706513,3,3,2,0.0,1.6734888160092363,0.0,0.0,0.0,0.0,0.0,Jul,2006,WD,Normal
20,RL,1.5957092304038698,2.3614602624244676,Pave,IR1,HLS,3,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1.4660765372061442,3,2,PConc,4,3,-1,1,0.0,1,0.0,2.1307496674781037,2.1307496674781037,GasA,4,Y,SBrkr,2.1307496674781037,0.0,0.0,2.1307496674781037,0.0,0.0,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,3,1.1247482629090362,7,0.5265890341390446,Attchd,2006.0,2,0.8697416861919439,2.0199754438593875,3,3,2,1.7878742218230284,1.6313704001963978,0.0,0.0,0.0,0.0,0.0,Aug,2006,New,Partial
20,RL,1.6529815822765834,2.2750188314455637,Pave,IR1,Lvl,3,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,1.6734888160092363,2,2,CBlock,3,3,-1,6,2.001065002653271,1,0.0,1.8912459334298568,2.0511072646690747,GasA,2,Y,SBrkr,2.0548571253925845,0.0,0.0,2.0548571253925845,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1967.0,1,0.5265890341390446,1.8970839874548464,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2007,WD,Normal
20,RL,1.6853704905634923,2.3226238690372583,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,1.742136743805324,2,2,CBlock,3,3,-1,3,1.927472325029152,2,1.898117976801967,1.9492542075910286,2.074829671570407,GasA,2,Y,SBrkr,2.075658227702066,0.0,0.0,2.075658227702066,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1954.0,2,0.5265890341390446,1.8928641420201489,3,3,2,0.0,0.0,1.8092629643515203,0.0,0.0,0.0,0.0,Feb,2010,WD,Normal
20,RL,1.7513148227387971,2.352383615418589,Pave,IR1,Lvl,3,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,1.8472468792313919,3,2,PConc,4,3,-1,6,1.6407200993500939,1,0.0,2.1226305630422626,2.127356027402598,GasA,4,Y,SBrkr,2.1283055813788723,0.0,0.0,2.1283055813788723,0.5265890341390446,0.0,0.7412763113750154,0.0,0.8697416861919439,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,2006.0,2,0.8697416861919439,2.0494828414671686,3,3,2,0.0,1.6313704001963978,0.0,0.0,0.0,0.0,0.0,Jun,2007,WD,Normal
50,RL,1.6985302777514544,2.337004806219791,Pave,IR1,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,0.0,3,2,CBlock,4,3,-1,3,1.8581160323277108,1,0.0,2.038403653368476,2.0700974206795366,GasA,3,Y,SBrkr,2.0704686325376875,2.0725492271204273,0.0,2.1551853974845527,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.0804178182729878,7,0.5265890341390446,Attchd,1936.0,3,0.5265890341390446,1.8243068483519838,2,3,2,0.0,0.0,0.0,0.0,1.9136307769773249,0.0,0.0,Jun,2006,WD,Normal
20,RL,1.6529815822765834,2.3117660471108272,Pave,IR1,Low,3,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,0.0,2,2,CBlock,4,3,2,4,1.903662587911754,5,1.914541129043442,1.868819104784765,2.049334012932915,GasA,2,Y,SBrkr,2.0548571253925845,0.0,0.0,2.0548571253925845,0.5265890341390446,0.0,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,2,1.026672031199051,7,0.0,Attchd,1983.0,1,0.7412763113750154,1.9718770561383445,3,3,2,1.8092629643515203,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2006,WD,Normal
60,RL,1.7935304491330344,2.345707619455971,Pave,IR2,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,3,2,PConc,4,3,-1,1,0.0,1,0.0,2.0295546321742535,2.0295546321742535,GasA,4,Y,SBrkr,2.0295546321742535,2.0295546321742535,0.0,2.1166373757683243,0.0,0.0,0.7412763113750154,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,2005.0,3,0.7412763113750154,1.9414297785949048,3,3,2,1.5284269505599697,1.4395687003478859,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
90,RL,1.6853704905634923,2.3378408966830024,Pave,Reg,Lvl,3,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,1.9303096939764732,2,2,CBlock,3,3,-1,3,1.9595065212563594,1,0.0,2.0144729267566395,2.0805041246987743,GasA,2,Y,FuseA,2.0805041246987743,2.087503832369702,0.0,2.1667350522539133,0.0,0.0,0.7412763113750154,0.0,1.026672031199051,0.7412763113750154,2,1.2711498482847257,7,0.0,Detchd,1960.0,1,0.7412763113750154,1.9707236282233618,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jan,2010,WD,Normal
20,RL,1.6206866115459948,2.316130029935954,Pave,IR1,Lvl,3,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,0.0,2,2,CBlock,4,4,2,5,1.8378799982871266,1,0.0,2.076714544629806,2.0975251024866655,GasA,2,Y,SBrkr,2.0975251024866655,0.0,0.0,2.0975251024866655,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.026672031199051,7,0.0,Detchd,1978.0,1,0.5265890341390446,1.8769258727448193,3,3,2,1.81792340526738,0.0,0.0,0.0,0.0,0.0,0.0,Oct,2009,WD,Normal
30,RM,1.5996388013001024,2.274132197379939,Pave,Reg,Lvl,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,BrkTil,3,3,-1,3,1.9733036949652514,1,0.0,1.8923269571335788,2.034063738526142,GasA,2,N,SBrkr,2.0698492610215222,0.0,0.0,2.0698492610215222,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,6,0.0,Detchd,1925.0,1,0.5265890341390446,1.9617085993863232,3,3,2,0.0,0.0,1.74525954872198,0.0,1.757131886054717,0.0,2.005704992338858,Jul,2006,WD,Abnorml
90,RH,1.68988188256892,2.276620009987137,Pave,Reg,HLS,3,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,CBlock,3,3,-1,4,1.8949910974525486,1,0.0,2.0250473350939955,2.0680965906034654,GasA,2,N,FuseA,2.0680965906034654,2.0680965906034654,0.0,2.152041389360816,0.0,0.0,0.7412763113750154,0.0,0.959134838920824,0.7412763113750154,2,1.1622831138840004,7,0.0,2Types,1949.0,1,0.8697416861919439,2.050371758177416,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2007,WD,Normal
160,FV,1.4892992254175486,2.1979688386872795,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,1.6759380249901916,3,2,PConc,4,3,2,6,1.9001616577562157,1,0.0,1.9117905099724466,2.0039586738584223,GasA,4,Y,SBrkr,2.0039586738584223,2.0039586738584223,0.0,2.093183699582886,0.0,0.0,0.7412763113750154,0.5265890341390446,0.7412763113750154,0.5265890341390446,3,0.959134838920824,7,0.0,Detchd,2009.0,2,0.7412763113750154,1.9838922426693084,3,3,2,0.0,1.865565153838859,0.0,0.0,0.0,0.0,0.0,Jun,2009,New,Partial
160,RM,1.4087998161504007,2.1519833369326284,Pave,Reg,Lvl,3,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,1.6853704905634923,2,2,CBlock,3,3,-1,1,0.0,1,0.0,1.9884835875196611,1.9884835875196611,GasA,1,Y,SBrkr,1.9884835875196611,1.9884835875196611,0.0,2.0790266416427854,0.0,0.0,0.5265890341390446,0.5265890341390446,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1970.0,1,0.5265890341390446,1.8960417361485307,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jan,2007,WD,Normal
20,C (all),1.5957092304038698,2.313039352423886,Pave,Reg,Lvl,3,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,0.0,2,2,CBlock,3,3,2,4,1.5957092304038698,1,0.0,1.9553098460324838,1.9707236282233618,GasA,2,N,FuseA,1.9707236282233618,0.0,0.0,1.9707236282233618,0.5265890341390446,0.0,0.0,0.0,0.5265890341390446,0.5265890341390446,2,0.959134838920824,7,0.0,Detchd,1958.0,1,0.5265890341390446,1.9070714954756425,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct,2006,WD,Abnorml
20,RL,1.6529815822765834,2.3748339876735645,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,CBlock,3,3,-1,5,2.0751855210473504,1,0.0,1.6734888160092363,2.0837308207951946,GasA,4,Y,FuseA,2.093685790010467,0.0,0.0,2.093685790010467,0.0,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,7,0.0,Attchd,1956.0,2,0.5265890341390446,1.8949910974525486,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr,2009,WD,Normal
60,RL,1.7306622908306295,2.349692916634626,Pave,IR1,Lvl,3,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,0.0,3,2,PConc,5,3,1,4,1.5875644833216505,6,2.008700491083826,1.9526548067783356,2.080391167386565,GasA,4,Y,SBrkr,2.0562670608453133,2.0922741087736543,0.0,2.1590539087464657,0.5265890341390446,0.0,0.7412763113750154,0.5265890341390446,0.959134838920824,0.5265890341390446,3,1.1622831138840004,7,0.5265890341390446,Attchd,1991.0,2,0.8697416861919439,2.0446214737746717,3,3,2,1.6659050929776016,1.8346098354356497,1.8588105191644075,0.0,0.0,0.0,0.0,Nov,2007,WD,Normal
20,RL,1.700619000072578,2.332956585519922,Pave,IR1,Lvl,3,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,0.0,4,2,CBlock,4,3,-1,5,1.9838922426693084,4,1.9489089836740094,1.8726220769889215,2.0890821777470325,GasA,4,Y,SBrkr,2.11080512331681,0.0,0.0,2.11080512331681,0.5265890341390446,0.0,0.5265890341390446,0.0,0.8697416861919439,0.5265890341390446,2,1.0804178182729878,6,0.5265890341390446,Attchd,1990.0,1,0.7412763113750154,2.0015147895115666,3,3,2,0.0,1.5996388013001024,0.0,0.0,1.8329451460953283,0.0,0.0,May,2008,WD,Normal
60,RL,1.6606403793348095,2.3069215768090405,Pave,IR1,Lvl,3,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,1.7340313214932865,3,3,PConc,4,4,-1,6,2.0416342838490795,1,0.0,1.748318097194945,2.058487115516703,GasA,4,Y,SBrkr,2.0595810311938556,2.036919769035797,0.0,2.1343133755426837,0.0,0.5265890341390446,0.7412763113750154,0.5265890341390446,0.8697416861919439,0.5265890341390446,3,1.1247482629090362,7,0.0,Attchd,1994.0,2,0.7412763113750154,1.968087962547812,3,3,2,1.9031681972312866,1.700619000072578,0.0,0.0,0.0,0.0,0.0,Jul,2007,WD,Normal
90,RL,1.6524030880939045,2.310553646596341,Pave,Reg,Lvl,3,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,CBlock,3,3,-1,5,2.0781075605693604,1,0.0,1.83126011355907,2.0979113692514244,GasA,3,Y,SBrkr,2.0979113692514244,2.058487115516703,0.0,2.1629398581838375,0.7412763113750154,0.0,0.7412763113750154,0.7412763113750154,0.959134838920824,0.7412763113750154,2,1.1947055233182955,7,0.0,NA,0.0,0,0.0,0.0,0,0,0,0.0,1.6606403793348095,0.0,0.0,0.0,0.0,0.0,Sep,2008,WD,Normal
